/artifact/com.amazon.alexa/alexa-skills-kit;amazon;sdk;osgi;annot;maven
/artifact/com.amazonaws/amazon-kinesis-client;amazon;sdk;queue;distribut;client
/artifact/com.amazonaws/amazon-kinesis-producer;amazon;sdk;queue;distribut;client
/artifact/com.amazonaws/amazon-sqs-java-messaging-lib;android;amazon;sdk;queue;client
/artifact/org.springframework.build/aws-maven;build-system;amazon;sdk;build;maven
/artifact/org.jenkins-ci.plugins/aws-java-sdk;build-system;amazon;sdk;plugin;build
/artifact/org.apache.hadoop/hadoop-aws;amazon;sdk;webservic;build;maven
/artifact/software.amazon.awscdk/apigateway;amazon;sdk;monitor;librari;metric
/artifact/com.atlassian.aws/atlassian-aws;amazon;sdk;plugin;webapp;applic
/artifact/com.amazonaws/aws-android-sdk-appsync-runtime;android;amazon;sdk;runtim;webservic
/artifact/com.amazonaws/aws-android-sdk-appsync;android;amazon;sdk;webservic;client
/artifact/com.amazonaws/aws-java-sdk-cloudwatchmetrics;amazon;sdk;monitor;client;metric
/artifact/software.amazon.awscdk/cloudwatch;amazon;sdk;monitor;googl;metric
/artifact/software.amazon.awscdk/cognito;amazon;sdk;monitor;googl;metric
/artifact/org.http4s/http4s-core;amazon;scala;sdk;test;io
/artifact/software.amazon.awscdk/logs;build-system;amazon;sdk;monitor;metric
/artifact/org.apache.activemq/activemq-amqp-protocol;serial;amqp;queue;client;broker
/artifact/org.apache.activemq/artemis-amqp-protocol;amqp;queue;googl;client;broker
/artifact/se.scalablesolutions.akka/akka-amqp;concurr;amqp;queue;distribut;broker
/artifact/com.newmotion/akka-rabbitmq;concurr;amqp;queue;distribut;client
/artifact/org.amqphub.spring/amqp-10-jms-spring-boot-autoconfigure;amqp;queue;spring;client;broker
/artifact/org.amqphub.spring/amqp-10-jms-spring-boot-starter;cloud;amqp;queue;spring;broker
/artifact/com.ibm.cfenv/amqp-cfenv-processor;cloud;languag;amqp;queue;client
/artifact/com.github.sstone/amqp-client;amqp;queue;client;broker;http
/artifact/org.chronopolis/amqp-core;amqp;queue;spring;client;broker
/artifact/com.nummulus.amqp.driver/amqp-driver;jdbc;amqp;queue;client;driver
/artifact/org.apache.qpid/qpid-amqp-1-0-common;twitter;amqp;queue;broker;messag
/artifact/io.quarkus/quarkus-smallrye-reactive-messaging-amqp;amazon;amqp;queue;spring;messag
/artifact/com.societegenerale/rabbitmq-advanced-core;cloud;amqp;queue;spring;client
/artifact/org.springframework.cloud/spring-cloud-vault-config-rabbitmq;cloud;amqp;queue;spring;client
/artifact/com.lihaoyi/acyclic;standard;netbean;javax;googl;twitter
/artifact/com.g2forge.alexandria/ax-analysis;android;concurr;distribut;googl;analysi
/artifact/com.puresoltechnologies.purifinity.api/analysis.api;standard;spec;javax;analysi;api
/artifact/org.codelibs.elasticsearch.module/analysis-common;analysi;client;framework;twitter;express
/artifact/com.puresoltechnologies.purifinity.api/analysis.domain;applic;graph;exampl;analysi;jpa
/artifact/com.puresoltechnologies.purifinity.api/analysis.spi;graph;engin;netbean;analysi;metadata
/artifact/org.apache.skywalking/analysis-worker-model;netbean;analysi;contain;metadata;maven
/artifact/org.matsim.contrib/analysis;scala;plugin;analysi;librari;perform
/artifact/findbugs/annotations;osgi;analysi;googl;metadata;annot
/artifact/org.apache.lucene/analysis;apach;analysi;test;metadata;common
/artifact/org.apache.maven.plugins/maven-checkstyle-plugin;build-system;googl;analysi;build;maven
/artifact/org.metaborg/org.metaborg.meta.lib.analysis;scala;analysi;librari;metadata;twitter
/artifact/com.chenlb.mmseg4j/mmseg4j-analysis;scala;plugin;analysi;librari;perform
/artifact/org.netbeans.modules/org-netbeans-modules-cnd-analysis-api;parser;netbean;modul;analysi;api
/artifact/org.netbeans.modules/org-netbeans-modules-cnd-analysis-impl;parser;netbean;modul;analysi;perform
/artifact/com.github.spotbugs/spotbugs;parser;test;googl;analysi;annot
/artifact/com.android.databinding/adapters;android;tomcat;xml;time;resourc
/artifact/com.bytedance.ttgame/agentweb;standard;netbean;javax;googl;twitter
/artifact/com.android.support/appcompat-v7;android;sdk;plugin;test;googl
/artifact/androidx.appcompat/appcompat;android;sdk;plugin;test;googl
/artifact/android.arch.core/common;android;sdk;googl;librari;twitter
/artifact/android.arch.core/runtime;android;sdk;runtim;googl;librari
/artifact/com.loopj.android/android-async-http;android;concurr;distribut;client;http
/artifact/com.android.support.constraint/constraint-layout-solver;web;amazon;sdk;asset;googl
/artifact/com.android.support.constraint/constraint-layout;android;sdk;googl;librari;http
/artifact/android.arch.persistence/db;android;sdk;netbean;modul;googl
